VOB;SITE;SERVIDOR;DATA_CRIACAO;DB_SCHEMA;ACL_HABILITADO;FEATURE_LEVEL;USER_OWNER;COMUNIDADE;POSSUI_GRUPO_DOMAIN_USERS;MODELO_SEGURANCA;TAMANHO;PADRAO_PASTAS;POSSUI_PASTA_MODELAGEM;LOCK_PASTA_FONTES;DESC_PASTA_FONTES;LOCK_PASTA_BUILD;DESC_PASTA_BUILD;DATA_ULTIMA_ALTERACAO_VOB;DATA_ULTIMA_ALTERACAO_FONTES;DATA_ULTIMA_ALTERACAO_BUILD
SIMCD;BR;CBRSVAPRNT005;2017-05-31 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMCR;BR;CBRSVAPRNT005;2014-07-21 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMAC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SILTE;BR;CBRSVAPRNT005;2007-09-06 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SILDC;BR;CBRSVAPRNT005;2017-10-27 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMPC;BR;CBRSVAPRNT005;2008-09-22 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMCN;BR;CBRSVAPRNT005;2007-02-21 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMBR;BR;CBRSVAPRNT005;2009-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMAT;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMOV;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMPO;BR;CBRSVAPRNT005;2010-04-08 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMPM;BR;CBRSVAPRNT005;2017-06-06 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SINCA;BR;CBRSVAPRNT005;2008-12-12 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SINOS;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMST;BR;CBRSVAPRNT005;2008-11-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SINDA;BR;CBRSVAPRNT005;2018-09-27 00:00:00;80;NAO;9;S725925;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINIC;BR;CBRSVAPRNT005;2009-04-01 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMIC;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINEC;BR;CBRSVAPRNT005;2010-08-11 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINEB;BR;CBRSVAPRNT005;2016-09-28 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOPI_MIG;BR;CBRSVAPRNT005;2008-12-24 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINCH;BR;CBRSVAPRNT005;2016-03-02 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMPH;BR;CBRSVAPRNT005;2017-11-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPDH;BR;CBRSVAPRNT005;2018-06-12 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOSP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAF_PCU;BR;CBRSVAPRNT005;2007-05-18 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAT;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAF_WEB;BR;CBRSVAPRNT005;2007-05-18 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPEX;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPDC;BR;CBRSVAPRNT005;2015-02-04 00:00:00;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINAD;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPEV;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPAG;BR;CBRSVAPRNT005;2007-11-21 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIORC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPAT;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPES;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIORM;BR;CBRSVAPRNT005;2011-06-02 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPGC;BR;CBRSVAPRNT005;2014-03-10 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOUV;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPMF;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPMG;BR;CBRSVAPRNT005;2011-12-26 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPOP;BR;CBRSVAPRNT005;2017-06-06 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPPM;BR;CBRSVAPRNT005;2017-05-30 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPOT;BR;CBRSVAPRNT005;2010-12-23 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPNP;BR;CBRSVAPRNT005;2010-02-01 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPID;BR;CBRSVAPRNT005;2012-08-21 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPRI;BR;CBRSVAPRNT005;2016-12-14 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPRD;BR;CBRSVAPRNT005;2012-07-25 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPTI;BR;CBRSVAPRNT005;2012-10-18 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPSC;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPLO;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPEN;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPRC;BR;CBRSVAPRNT005;2012-08-17 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPLA;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRIE;BR;CBRSVAPRNT005;2016-05-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPTO;BR;CBRSVAPRNT005;2018-08-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPVG;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIREG;BR;CBRSVAPRNT005;2014-05-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIRTE;BR;CBRSVAPRNT005;2018-08-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRTA;BR;CBRSVAPRNT005;2017-09-13 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRIP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIRML;BR;CBRSVAPRNT005;2007-11-21 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIROP;BR;CBRSVAPRNT005;2007-11-20 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIRMN;BR;CBRSVAPRNT005;2015-06-29 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIPLD;BR;CBRSVAPRNT005;2008-12-23 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRCA;BR;CBRSVAPRNT005;2009-07-30 00:00:00;80;NAO;9;S725925;PROGRAMAS_SOCIAIS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRIM;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISAR;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_DB;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_BV;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_CB;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_CE;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_AS;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISCC;BR;CBRSVAPRNT005;2012-03-01 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SISFIN_CO;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_RB;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_FIES;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISDU;BR;CBRSVAPRNT005;2010-10-25 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_GA;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_GC;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_LO;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_IE;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRIC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFI;SP;CADSVAPRNT002;2007-10-11 00:00:00;54;NAO;5;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_EM;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_PF;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_PS;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_GF;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_FC;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_PR;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_EB;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_FP;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_PG;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFW;BR;CBRSVAPRNT005;2016-05-09 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISTI;BR;CBRSVAPRNT005;2008-03-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SISOL;BR;CBRSVAPRNT005;2007-10-17 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISTA;BR;CBRSVAPRNT005;2016-05-09 00:00:00;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISGA;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SISFIN_RT;BR;CBRSVAPRNT005;2010-04-26 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISPA;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISOC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SISGD;BR;CBRSVAPRNT005;2007-09-13 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_TD;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISMN;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;6;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFIN_VL;BR;CBRSVAPRNT005;2010-02-19 00:00:00;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISPB;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIUPL;BR;CBRSVAPRNT005;2011-07-05 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWEP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SITDE;BR;CBRSVAPRNT005;2008-05-05 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWEB;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIVEP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;6;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWAR;BR;CBRSVAPRNT005;2007-09-19 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SITAH;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPCS;BR;CBRSVAPRNT005;2009-08-26 00:00:00;80;NAO;9;S725925;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIVOL;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SITMO;BR;CBRSVAPRNT005;2010-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SITAH_PMCMV;BR;CBRSVAPRNT005;2013-08-28 00:00:00;80;NAO;6;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SITEM;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWFA;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWFM_MOCTX;BR;CBRSVAPRNT005;2007-12-11 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWCC;BR;CBRSVAPRNT005;2007-09-24 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWGE;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWFS;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;FUNDOS_GOVERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWIP;BR;CBRSVAPRNT005;2007-12-18 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWLT;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWLC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWNE;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWRD;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SVQ;BR;CBRSVAPRNT005;2009-01-29 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
STI;BR;CBRSVAPRNT005;2009-02-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWOC;BR;CBRSVAPRNT005;2007-10-19 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWPC;BR;CBRSVAPRNT005;2011-07-05 00:00:00;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SMP;BR;CBRSVAPRNT005;2008-12-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SME;BR;CBRSVAPRNT005;2009-01-29 00:00:00;80;NAO;9;S725925;;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWIC;BR;CBRSVAPRNT005;2007-12-18 00:00:00;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SECAP_ADM;BR;CBRSVAPRNT005;2009-02-06 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
